2000 5000
1603 1396 25
1611 1939 7
1244 174 35
638 960 48
1663 847 17
1840 913 47
1186 828 23
484 243 37
615 1466 16
588 1989 40
1909 1360 49
882 44 10
5 800 47
689 1753 2
844 666 29
410 1597 32
287 1819 31
944 1101 23
1387 1068 8
1134 199 48
1666 72 32
537 258 15
687 171 44
407 435 25
984 869 6
1597 513 13
584 81 22
35 258 37
16 1360 21
195 966 2
369 287 31
656 1806 39
1735 15 41
1185 187 10
990 97 47
1049 944 18
873 1931 18
624 584 8
70 282 46
1112 1103 26
900 156 19
801 1987 8
914 1245 25
1702 177 25
711 1740 34
554 452 27
301 720 17
956 827 36
602 476 38
1072 1919 37
813 227 3
1046 162 8
1805 1815 19
836 763 49
629 1501 4
1866 1182 18
1272 406 32
1127 713 16
615 1565 48
143 1618 7
387 652 5
1642 350 9
604 417 13
1722 1671 10
1596 1087 11
344 1753 17
1456 1109 30
222 1082 3
84 1243 3
771 1743 39
996 1731 3
973 503 49
201 1918 33
359 1633 34
694 1149 2
648 1659 30
515 856 39
1984 537 36
1330 752 46
77 1274 19
1302 1843 42
769 1868 41
1722 1521 47
884 1245 39
1195 1342 31
1651 61 17
1834 779 40
700 636 29
899 23 49
688 234 9
377 1485 27
487 155 23
1652 1688 19
1131 994 4
1141 1104 33
477 1005 42
1595 1421 47
264 758 7
569 1619 16
1342 32 38
40 347 24
595 1956 10
1051 1537 19
937 1917 9
710 1335 16
443 1152 27
107 1122 5
1093 105 42
243 1725 22
242 501 16
1765 45 21
474 1060 45
1797 1299 38
984 671 8
156 1069 47
869 1289 7
1290 199 36
1441 723 4
1386 660 1
578 1320 30
1664 165 45
1253 1442 43
870 714 25
1685 177 46
1252 166 5
960 882 9
759 264 7
1852 1655 31
1436 20 33
538 1639 34
679 1363 1
556 362 30
1600 215 9
958 901 44
1023 749 23
400 724 19
1683 1539 10
1514 206 44
856 974 37
1477 859 12
1227 781 19
1566 1897 10
352 1794 39
1781 1207 13
1178 723 40
1869 222 16
599 1350 47
833 1622 9
1770 645 15
447 1217 34
532 1103 17
1199 1885 22
971 1097 31
1758 1098 20
1907 1555 14
427 1976 9
849 1779 29
782 1329 25
1539 1322 42
1496 906 47
1861 848 22
1029 1955 49
1284 653 4
774 801 29
1455 1211 12
334 1115 4
1470 1311 25
1538 1480 27
403 1175 20
98 1085 7
226 1809 41
439 966 30
1149 659 16
144 1945 18
847 1292 45
740 880 24
1723 1685 47
1040 1243 23
1228 323 23
548 1583 15
152 1663 11
1293 1409 1
1892 1253 12
1018 1099 30
953 1020 16
1433 1648 6
955 1590 41
117 1127 31
278 1163 40
1488 1459 39
1906 979 34
848 214 40
154 1253 43
354 880 29
695 1929 13
936 1169 10
1909 762 21
925 1384 26
1942 765 24
1779 86 7
1670 133 10
1049 1208 11
784 1421 31
1313 659 6
1158 1626 23
649 712 38
141 245 47
249 114 42
661 375 21
1493 1367 37
951 464 49
134 353 24
689 1964 24
1079 506 1
659 1572 3
349 760 5
375 675 28
387 786 5
650 820 5
1323 488 27
670 787 45
1062 483 7
729 1309 23
743 1293 29
817 488 11
32 839 31
885 1931 42
1065 1531 38
1131 1054 40
1694 695 31
670 824 34
787 1056 15
1716 546 46
588 567 30
1054 1016 49
296 1064 15
1068 1054 23
342 458 29
1795 1370 32
794 365 37
848 742 44
1436 329 18
1406 1723 49
483 1071 6
661 245 45
1773 724 30
1550 339 17
122 612 11
361 745 27
1523 1895 21
881 1656 7
1222 1146 2
1307 334 5
179 1940 44
1914 1026 44
894 1159 41
346 1277 38
1899 1705 18
522 1539 21
1343 622 36
465 1766 22
1875 1767 31
219 1869 24
228 484 13
857 1602 41
673 976 2
1576 1898 10
399 1380 12
1037 445 40
337 1959 31
1432 1321 28
1122 1798 35
1785 1561 16
1271 191 9
1730 513 33
1330 655 31
1117 1374 11
1702 1413 25
470 1864 9
1563 809 32
1241 1904 13
689 1614 18
1953 1489 48
998 1705 49
1966 1108 44
396 1060 47
1519 1464 3
1567 72 30
2 763 24
1408 37 18
1020 1345 40
1859 762 37
1993 306 48
1003 1612 35
692 531 36
1904 1279 8
1176 550 22
1876 1437 21
964 634 22
1433 1397 34
1370 996 9
0 1352 2
1607 285 44
1308 958 11
809 815 21
1633 1632 22
952 633 5
1969 802 6
778 1828 28
926 541 17
1764 282 27
1155 1539 23
745 317 34
141 1432 24
1505 419 36
1897 749 44
771 1426 23
535 1747 28
470 1761 18
1836 76 17
1736 1667 36
1817 668 37
1305 1542 24
1348 1364 29
388 1106 38
1173 1713 40
1101 406 6
386 815 23
996 527 7
1359 1986 36
1786 589 24
1185 1853 4
1687 1248 1
1485 457 8
630 945 37
998 259 38
1121 214 27
829 1394 15
1239 1421 9
1712 954 33
1876 717 33
1725 1151 46
607 1031 7
212 177 23
1099 352 10
841 903 46
442 1295 43
1868 1546 28
1407 577 42
451 1986 38
1925 677 32
782 633 13
399 1914 4
752 963 3
519 1783 37
1972 1055 2
1148 828 17
1332 1345 17
95 948 12
171 1419 46
1892 602 34
1267 1182 10
1101 39 6
478 1701 2
916 1016 34
876 252 45
75 385 29
36 1290 35
138 1969 5
295 558 27
788 1795 45
724 1934 7
339 1614 42
622 1114 49
1833 1959 44
165 1140 35
1772 593 32
313 1446 36
376 792 48
944 521 49
90 1710 43
788 1336 21
635 1538 22
841 440 47
1562 1271 27
614 168 42
1275 771 1
429 788 26
1747 1934 13
1457 1839 13
716 857 20
1063 428 49
889 662 40
1748 1542 45
1972 1962 20
773 1211 9
434 13 28
1052 1801 43
111 23 49
984 246 5
579 1015 8
1610 293 44
297 772 44
1470 1470 16
1123 1202 10
1086 1081 43
1984 848 31
1250 913 32
67 29 27
1860 1464 3
1797 980 17
1022 1135 20
192 1327 22
1648 1621 10
1568 1304 10
623 216 47
1030 52 24
814 209 23
1943 1438 25
483 960 8
434 1346 24
130 1718 49
1072 1790 1
1081 889 40
113 1790 23
1725 20 45
1339 1520 25
976 379 27
1964 1986 25
1469 1572 45
1381 1028 9
1745 1552 24
1706 269 18
1392 444 39
48 1410 21
1282 1189 37
1775 847 31
513 1193 3
1525 1998 2
1664 1301 33
1441 1583 9
806 1349 19
1440 1984 18
844 526 17
474 1612 27
1207 1094 2
302 1936 42
1227 1758 48
1378 1821 35
373 782 14
32 1866 4
1501 331 4
433 1974 44
1601 1871 3
1771 1537 44
1183 617 21
939 597 6
390 592 23
1070 1274 43
95 1329 27
932 1716 30
1829 1262 39
1160 1101 28
1554 1322 6
813 178 10
69 790 41
822 1031 29
1479 1104 20
1863 246 27
809 647 39
491 1982 33
158 1473 12
524 565 45
1217 301 38
1972 1929 17
101 1010 11
1215 1648 32
733 1379 18
1757 1350 4
259 128 36
1597 1985 30
910 1404 2
445 118 16
218 1527 47
745 760 39
1308 462 5
1398 429 32
147 558 46
1196 652 47
803 332 23
1464 1784 4
1090 1964 22
1666 1877 28
240 150 5
1385 316 40
392 1159 41
1699 213 38
429 114 2
1148 592 32
150 954 23
900 1374 8
541 488 37
1156 1338 24
1115 1489 4
957 1681 36
330 929 36
1757 1085 30
1463 1410 38
1390 434 11
315 156 37
49 300 7
1373 300 36
1365 1586 18
1380 1195 19
845 51 5
946 504 18
1054 314 19
749 365 13
1400 1476 22
1005 162 23
1153 1297 18
1791 709 5
901 1366 43
142 1275 46
821 1547 7
643 1676 28
1882 470 39
1986 486 3
1518 858 15
606 557 19
396 1078 46
113 56 42
1313 168 13
1077 1937 1
1369 1960 14
1788 1050 19
1220 258 8
667 944 10
1022 1445 21
1514 1123 22
1797 1706 11
941 804 40
89 843 23
1697 380 38
1132 488 31
499 748 46
1010 351 28
224 1984 23
949 814 40
72 1116 16
811 1125 44
1312 701 39
559 1138 5
1379 288 31
442 251 40
1855 138 46
46 1505 35
1195 891 36
1044 203 26
942 1103 7
1439 1504 23
1741 1980 3
1359 525 48
1494 819 5
1504 192 19
1594 1295 17
0 824 25
735 268 28
1792 1915 32
29 448 36
1262 1192 47
77 230 44
1180 305 18
1047 1632 34
506 1861 44
886 1792 43
979 1707 40
282 1160 43
959 553 36
157 570 16
1302 1779 19
195 1173 29
16 1018 9
1507 1951 20
858 707 1
273 964 6
791 1447 10
599 1844 24
185 803 18
1528 338 19
155 1067 25
619 483 48
482 325 46
1503 1413 42
656 1849 26
1925 1568 38
1096 1136 34
408 656 7
1718 793 12
867 47 41
1600 1399 13
1051 1275 4
338 1789 17
1037 418 38
108 411 42
1233 580 42
1058 477 25
361 1815 38
1752 1623 1
1028 1853 24
780 222 29
1173 788 1
373 339 38
486 1886 14
836 481 4
1845 565 20
640 1481 16
1706 793 28
312 1297 27
792 543 28
262 293 32
1570 302 45
1129 20 21
661 245 48
1846 1442 15
1005 1741 16
1658 18 32
999 1113 5
1242 543 11
195 949 49
1944 791 15
1849 749 38
367 78 25
1134 1702 37
1410 1539 6
1361 733 36
1372 1643 9
1832 102 16
1891 65 2
202 742 25
565 1053 7
1122 1516 13
499 436 1
1869 923 8
294 1635 28
50 1730 14
1571 825 20
1273 1335 34
1496 30 2
917 1236 2
991 1020 49
100 956 37
1519 1757 42
1174 321 3
800 1021 29
1896 1651 39
1602 1339 17
1576 807 31
42 961 2
1305 360 14
1198 1065 37
878 38 3
1716 1717 4
516 756 47
562 987 3
229 1948 1
1565 801 30
385 1258 41
166 162 41
1430 69 19
833 234 3
1241 553 32
1394 241 32
1648 1644 5
1587 952 36
965 1750 38
138 1471 37
1875 1781 29
1290 1042 2
23 1669 38
1488 21 36
1117 656 11
1637 535 38
650 520 33
521 844 12
311 1899 42
1552 1823 47
22 245 38
896 1146 2
898 1134 17
931 864 12
44 1173 20
1915 510 38
1025 603 1
1449 1456 37
1989 536 15
16 1043 9
820 1622 28
1387 1538 34
1737 838 46
1687 400 22
581 1864 1
1018 1486 14
11 1181 36
702 108 37
1797 304 19
202 1562 40
1076 1992 11
398 1784 37
74 910 6
1372 33 10
534 682 30
201 1399 45
1058 40 5
895 898 27
840 1172 29
203 1425 22
15 1887 22
1187 445 27
1906 806 6
1328 24 7
1959 1610 26
235 394 20
1560 202 41
418 724 38
193 360 11
1189 1455 30
1613 886 6
198 652 36
1921 1495 34
970 841 43
1890 528 42
875 567 17
453 939 14
746 1142 25
1657 377 10
1018 155 8
283 27 6
1197 1893 13
1427 616 43
214 490 16
1620 1793 10
774 824 4
1594 35 44
1029 1102 25
1003 641 22
1929 1963 27
1322 821 34
1354 1721 21
418 1642 9
528 1381 3
1139 1062 47
1491 1829 18
1743 1764 36
45 1869 29
1349 697 3
931 1547 3
944 338 49
1880 1989 44
1193 1908 10
1863 810 41
1295 1850 22
1450 731 18
1344 431 24
612 1409 10
260 1641 8
995 1324 20
136 1354 7
1964 890 20
858 101 48
1222 1690 25
1356 21 29
985 585 9
1151 1330 44
47 662 37
591 791 43
151 1838 37
1650 1290 31
349 1663 5
469 450 34
1271 374 10
1794 859 26
1430 90 3
139 704 49
354 1668 8
21 1184 49
1924 762 29
1556 1632 33
1180 132 26
1593 119 17
1928 302 46
121 1514 27
731 1058 1
294 1893 21
1333 716 29
966 1985 46
956 1708 32
835 1208 24
1854 225 9
621 1883 48
1318 1661 35
444 973 21
504 1841 45
1595 259 8
1404 973 11
888 851 22
657 1848 27
1747 198 9
558 366 12
879 1750 41
1861 937 37
1302 1647 13
620 1155 27
1554 860 16
1917 448 42
1193 5 36
1345 1736 16
491 1579 1
1914 1992 31
1516 437 32
587 450 36
1142 519 34
1582 25 35
246 1814 12
821 1024 8
1709 1143 37
1536 1097 43
1029 870 10
20 689 5
1010 555 6
266 962 19
991 1329 45
971 809 10
1682 562 45
797 1020 30
664 562 15
1940 48 37
1868 1462 9
166 1746 44
346 752 39
303 720 37
752 1904 4
58 954 7
114 883 13
742 1974 17
1393 787 8
1520 1334 7
491 1075 20
799 118 8
88 181 44
453 796 36
533 1109 18
438 686 4
1703 1194 9
1527 1851 1
1384 750 23
1245 1001 3
1443 984 46
1663 291 8
1685 1587 18
445 255 25
1614 410 7
1378 1984 42
1406 1367 16
310 820 42
1101 1526 31
1870 811 44
318 1256 4
445 1695 19
1748 590 39
1607 365 20
1288 387 8
988 1382 5
1262 68 48
1707 1969 46
713 594 33
1639 329 6
751 1195 6
302 1307 4
1155 655 32
1653 1815 41
1426 1774 17
847 284 28
915 1233 49
695 316 36
1995 1850 20
1929 390 13
1490 647 22
1408 582 46
288 1059 21
1997 396 10
1068 816 5
306 1380 49
1447 68 38
1843 1880 46
1315 228 30
1301 1563 46
214 1489 14
874 890 43
1386 1336 42
1589 740 23
1614 1539 39
872 1009 42
92 1185 19
25 1510 7
309 1324 42
1566 1560 46
1529 1148 21
412 953 4
1971 218 44
1199 48 6
815 1227 19
1029 1852 37
622 373 22
1568 1352 46
1569 1282 38
85 1704 1
1211 1498 32
1194 1005 31
315 1970 41
1251 1137 41
1494 1041 28
1696 474 11
1913 475 35
411 1588 33
1605 1346 4
1070 1985 40
934 362 12
1906 655 46
1074 1544 45
446 946 19
1229 1034 19
756 271 36
404 39 24
1992 562 11
447 1566 20
1486 515 11
709 1586 33
1011 1006 26
1085 508 13
995 1753 21
79 703 46
545 1834 5
1519 1172 22
762 1267 48
1233 69 48
897 950 46
233 1299 14
1979 536 47
503 828 46
1389 696 30
1175 775 21
1891 1004 28
1206 29 3
996 1031 47
1908 1548 38
264 668 29
1275 1744 16
55 1202 36
116 1895 12
1553 1029 3
1734 737 13
294 585 28
1448 1849 5
1320 1321 16
1371 751 24
1653 1408 40
1291 385 15
92 982 49
735 1767 40
603 1792 44
854 977 32
170 454 37
372 944 43
533 374 44
743 1813 10
136 1572 28
1061 216 14
920 1118 14
782 1284 3
556 425 49
1690 79 23
925 174 37
1300 1238 22
269 1872 47
426 1676 26
1653 739 3
1087 22 28
319 1115 27
1860 336 8
1030 967 27
644 1335 31
1733 1690 34
255 482 47
731 1021 18
1749 874 39
1843 1193 47
617 464 14
1257 1355 18
964 1207 36
82 444 5
141 1788 28
1508 1975 34
1164 958 20
